foodname_ESP,foodname_ENG,quantity,energy,fats,prot,carbs,water,fiber,m_unsat_fats,p_unsat_fats,sat_fats,palm_acid,calcium,iron,potassium,magnesium,sodium,phosphorus,iodide,selenium,zinc,A,D,E,B9,B3,B2,B1,B12,B6,C
Cubito de caldo,Stock powder,100,251.0,18.7,15.7,4.6,0.2,5.0,7.61,0.7,9.09,True,15.0,0.0,0.0,32.0,4.5,0.24,0.07,0.54,0.57,0.0,60.0,1.2,446.0,55.4,16982.0,320.0,,27.6,0.8
Curry,Curry,100,439.0,15.0,15.0,10.0,0.0,60.0,7.9,3.9,2.8,False,100.0,0.0,0.0,0.0,3.467,0.281,0.253,0.0,0.0,11.41,500.0,29.5,1550.0,250.0,50.0,350.0,1.0,0.7,0.3
Dátil,Date,100,288.0,0.5,2.5,16.5,7.1,67.0,,,,False,5.0,0.0,2.2,28.0,1.7,0.1,0.06,0.0,0.2,2.0,62.0,3.0,677.0,58.0,3.0,74.0,1.0,3.0,0.3
Donut,Doughnut,100,395.0,22.4,6.1,26.5,3.0,42.0,10.41,6.08,5.81,True,225.0,0.8,1.81,19.0,2.4,0.2,0.22,1.73,0.02,0.0,95.3,4.3,102.0,21.0,443.0,81.0,17.0,9.6,0.6
"Donut, de chocolate","Doughnut, with chocolate",100,454.0,25.25,4.93,16.76,1.9,51.33,8.618,1.96,13.47,True,4.0,0.0,2.02,65.0,1.59,0.125,0.163,0.1,0.024,1.3,97.5,4.0,103.4,19.3,440.6,107.3,6.3,6.8,3.3
"Dorada, cruda","Gilt-head bream, raw",100,78.0,7.22,17.0,82.0,0.0,0.0,2.13,2.46,1.49,True,9.0,14.0,1.25,6.0,5.0,0.08,0.06,2.0,0.18,,30.0,0.9,300.0,25.0,73.0,180.0,7.0,28.0,0.5
"Dorada, plancha","Gilt-head bream, griddle",100,93.0,2.7,17.0,80.3,0.0,0.0,0.8,0.5,0.5,False,85.0,0.0,1.25,0.0,5.0,0.08,0.05,2.0,0.16,0.0,184.0,0.9,300.0,25.0,73.0,180.0,0.0,0.0,0.5
Empanada de carne,Meat pasty,100,299.0,18.11,21.91,47.8,0.13,12.01,7.5,4.16,4.81,True,35.0,0.19,0.49,9.0,11.48,0.18,0.09,0.41,0.35,0.0,37.0,0.91,347.0,23.0,598.0,188.0,6.72,21.7,0.95
Empanadilla,"Pasty, frozen, n/e",100,248.0,12.03,4.76,48.1,5.37,29.74,3.13,2.73,4.361,True,27.78,2.17,1.95,15.41,8.1,0.14,0.17,13.09,0.13,0.0,30.1,1.07,204.3,24.7,713.2,243.2,20.1,39.1,0.39
Endibia,Endive,100,9.0,0.2,1.1,93.8,1.9,0.7,0.02,0.13,0.04,False,17.0,0.0,1.0,115.0,0.31,0.06,0.06,0.0,0.1,10.0,39.0,0.6,205.0,8.0,4.0,25.0,5.9,2.8,0.3
"Eneldo, seco","Dill, dried",100,292.0,4.4,19.9,7.3,37.6,42.2,,,,False,5543.0,0.0,9.27,0.0,0.28,0.28,0.42,0.0,1.46,0.0,1780.0,48.8,3310.0,450.0,210.0,540.0,,,3.3
Ensaimada,Ensaimada,100,458.0,31.3,5.7,21.7,1.7,38.4,13.15,3.13,13.35,True,19.0,0.14,0.78,18.0,0.62,0.08,0.07,0.2,0.1,0.0,14.0,0.8,84.0,15.0,294.0,79.0,24.5,10.9,0.4
Ensalada,Salad,100,19.0,0.28,1.11,94.34,1.26,2.99,0.0,0.18,0.06,False,46.87,0.0,0.56,25.9,1.13,0.05,0.07,0.0,0.1,16.0,20.55,0.67,216.0,7.23,7.0,26.8,2.0,0.1,0.19
Ensaladilla rusa,Russian salad,100,110.0,6.68,2.7,78.59,2.27,9.76,3.64,1.19,1.07,False,321.21,0.14,1.54,28.06,1.37,0.09,0.1,0.15,0.19,15.04,25.68,0.87,376.48,19.77,48.26,58.61,5.22,0.0,0.35
Escarola,Escarole,100,12.0,0.2,1.6,93.8,2.6,1.0,0.01,0.1,0.05,False,73.0,0.0,,110.0,0.4,0.09,0.06,0.0,0.1,10.0,55.0,1.0,327.0,13.0,14.0,37.0,3.0,1.0,0.2
"Espárrago, verde","Asparagus, green",100,25.0,0.6,2.9,92.8,1.7,2.0,0.1,0.2,0.1,False,53.0,0.0,2.0,113.0,1.5,0.11,0.12,0.0,0.07,21.6,27.7,1.3,207.0,12.5,3.0,59.0,8.0,1.0,0.51
Esparragos blancos en conserva,"Asparagus, white, canned",100,24.0,0.3,1.9,93.4,1.0,3.4,0.01,0.14,0.07,False,65.0,0.0,1.5,30.0,0.9,0.1,0.07,0.0,0.03,15.0,19.0,0.7,160.0,15.0,236.0,43.0,,1.0,0.32
"Espinaca, en conserva","Spinach, canned",100,15.0,0.4,2.2,90.6,6.3,0.52,0.02,0.18,0.03,False,550.0,0.0,0.06,140.0,0.3,0.06,0.017,0.0,0.07,14.0,85.0,,213.0,63.0,170.0,30.0,2.0,1.0,0.5
"Espinaca, hervida","Spinach, boiled",100,22.0,0.49,2.39,93.14,1.84,1.94,,,,False,771.0,0.0,1.44,105.0,1.07,0.18,0.08,0.0,0.17,23.63,119.7,2.1,458.93,46.4,57.0,52.25,8.75,,0.44
"Espinaca, picada, congelada, cruda","Spinach, frozen, raw",100,22.0,0.8,2.7125,90.7,2.9,1.0,0.08,0.32,0.24,False,542.0,0.0,1.715,143.015,0.765,0.175,0.075,0.0,0.205,26.28,147.33,2.27,380.0,53.585,56.0,43.0,1.0,0.3,0.54
Fabada,"Bean, stew ""fabada"" type",100,158.0,8.82,6.06,63.9,7.8,13.42,3.445,0.772,3.095,False,24.1,0.0,0.35,56.58,9.34,0.1,0.12,10.59,0.1,0.0,118.3,7.8,1170.0,174.3,891.0,309.9,5.6,16.1,0.63
"Faneca, cruda","Pout, raw",100,76.0,1.0,15.4,82.6,0.0,1.0,0.18,0.27,0.25,False,9.0,0.19,1.5,10.4,5.0,0.08,0.06,2.9,0.05,0.0,30.0,0.8,316.0,25.0,141.0,210.0,7.0,45.0,0.5
Flamenquín,"Pork loin, cheese and ham roll, breaded, fried, ""flamenquin"" type",100,231.0,15.13,19.2,60.79,0.31,4.4,9.12,1.94,2.95,False,10.08,0.08,0.195,3.34,2.88,0.09,0.32,1.004,0.16,1.7,14.95,1.73,152.23,14.32,172.6,140.18,4.62,0.44,1.43
Flan de huevo,Egg custard,100,133.0,3.4,4.8,70.0,,20.4,1.82,0.53,2.03,False,95.0,0.58,0.23,9.0,0.43,0.17,0.05,0.6,0.1,0.0,91.0,0.7,122.0,13.0,63.0,107.0,33.0,4.6,0.6
"Flan de huevo, bajo en calorías","Caramel custard cream, diet",100,77.0,2.4,5.7,84.0,0.0,7.9,1.52,0.416,1.6,False,24.0,0.4,0.23,0.3,1.5,0.12,0.05,0.7,0.06,,99.0,0.8,129.0,13.0,91.0,118.0,33.0,4.6,0.6
"Fletan, crudo","Halibut, raw",100,85.0,1.3,17.501,80.7,0.0,0.5,0.3,0.5,0.2,False,20.0,,1.05,9.26,6.28,0.09,0.08,0.95,0.6,0.0,33.4,0.55,309.0,28.3,100.0,195.0,16.14,24.0,0.48
Foie gras,Foie gras,100,444.0,44.0,10.0,42.0,0.0,3.0,25.2,4.8,12.0,True,950.0,0.2,0.35,556.0,3.0,0.6,0.03,15.0,0.3,2.0,10.0,6.4,170.0,15.0,740.0,190.0,6.3,41.6,1.7
"Frambuesa, cruda","Raspberry, raw",100,38.0,0.525,1.2,84.0,6.7,7.0,,0.34,,False,2.0,0.0,0.2,40.0,0.8,0.04,0.03,0.0,0.06,25.0,22.0,0.7,220.0,20.0,3.0,29.0,0.0,0.1,0.3
Fresa,Strawberry,100,36.0,0.5,0.7,89.6,2.2,7.0,0.063,0.24,0.032,False,1.0,0.0,2.0,20.0,0.6,0.04,0.02,0.0,0.06,60.0,25.0,0.8,190.0,12.0,2.0,26.0,8.0,,0.1
Fritos de maíz,Corn chips,100,566.0,37.31,6.6,0.19,4.9,51.0,15.93,4.774,16.6,False,2.07,0.0,2.55,9.04,1.95,,1.15,0.18,0.11,0.0,63.2,20.3,314.3,74.3,994.2,243.2,1.0,6.7,2.3
Fructosa,Fructose,100,408.0,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0
Frutos secos,Nuts,100,566.0,51.45,1.3,1.75,9.0,25.35,31.395,10.768,6.899,False,1.5,0.0,10.94,50.0,4.7,0.2,0.2,0.0,0.296,0.4,70.0,3.7,597.0,225.0,669.0,435.0,,7.5,3.8
Fuet,"Cured sausage, ""fuet"" type",100,475.0,42.0,19.5,32.9,0.0,5.5,19.9,6.5,15.5,False,,,0.0,4.0,4.2,0.2,0.57,2.5,0.32,,11.0,1.0,280.0,26.0,1180.0,153.0,4.2,18.9,2.3
"Galleta ,tipo ""digestiva"", con chocolate","Cookie, ""digestive"" type, with chocolate",100,513.0,24.1,6.8,0.0,3.1,66.5,8.9,1.8,12.2,False,,,1.1,8.6,2.7,0.11,0.08,,0.08,0.0,84.0,2.1,210.0,41.0,450.0,130.0,7.4,4.3,1.0
Galleta salada,"Cookie, salted",100,409.0,10.0,9.4,8.2,3.2,69.2,4.26,3.27,1.92,True,,0.0,0.5,10.0,0.9,0.1,0.11,0.0,0.1,0.0,68.0,1.0,165.0,30.0,950.0,150.0,,7.3,0.6
"Galleta, barquillo, con jalea de frutas","Biscuit, fruit jam filled, comercial",100,369.0,5.6485,5.2,11.5,2.0,73.0,2.3,1.3,1.8,True,145.0,0.61,0.45,12.0,0.09,0.09,0.04,0.0,0.07,1.0,23.0,1.3,97.0,17.0,188.0,84.0,6.5,3.4,0.23
"Galleta, cubierta de chocolate","Cookie, chocolate covered",100,543.0,27.6,5.7,0.0,2.9,67.4,8.0,1.1,16.7,True,,0.0,1.43,6.0,1.7,0.13,0.03,0.0,0.04,0.0,110.0,1.7,230.0,42.0,160.0,130.0,20.1,5.7,0.8
"Galleta, genérico",Cookie,100,483.0,21.77,6.76,3.29,3.21,64.31,7.95,2.37,10.27,True,0.2,0.34,1.81,9.25,2.23,0.11,0.1,,0.07,0.09,96.0,2.05,169.75,29.83,409.9,124.42,,5.24,0.77
"Galleta, tipo ""Digestiva""","Cookie, ""digestive"" type",100,468.0,20.8159,6.3,2.5,4.6,63.2039,9.6,1.7,8.6,False,0.0,0.0,3.2,13.0,2.4,0.11,0.14,0.09,0.09,0.0,92.0,3.2,170.0,23.0,600.0,88.0,11.3,5.0,0.5
Galletas integrales,Crackers,100,404.0,21.2,10.0,13.4,12.5,42.9,13.62,3.48,4.1,False,76.5,0.0,1.53,19.0,2.4,0.06,0.26,0.0,0.18,0.0,333.0,2.5,200.0,28.0,300.0,133.0,0.0,7.3,1.2
"Galletas saladas, con queso","Cookies, salted, with cheese",100,482.0,26.2552,11.8,3.0,3.1,49.1,9.0,7.3,8.8,False,,0.05,4.0,11.0,0.45,0.2,0.1,0.5,0.12,0.0,236.0,1.0,148.0,27.0,821.0,226.0,,7.3,1.2
Galletas tipo maria,Maria crackers,100,479.0,19.0,7.076,1.8,3.1,69.0,5.7,2.5,9.7,True,,0.0,2.3,8.0,2.1,0.08,0.1,0.0,0.08,0.0,117.7,2.0,110.0,25.0,217.0,90.0,0.0,7.3,0.59
"Galletas, con chocolate, tipo ""cookies""","Cookie, with chocolate",100,491.0,22.92,6.2,5.7,1.8,64.3,8.9542,6.0046,6.9527,True,245.833,2.2,2.32,5.0,0.8,0.08,0.12,0.0,0.07,0.0,78.0,1.3,92.0,12.0,220.0,82.0,29.1,2.8,0.7
"Galletas, de mantequilla",Butter cookie,100,484.0,20.0,7.0,2.0,1.6,68.0,6.1,1.0,11.2,True,190.667,0.5,1.3,13.0,0.9,0.04,0.16,,0.05,0.0,60.0,1.8,130.0,17.0,410.0,85.0,8.5,5.6,0.9
"Gallina, entera, cruda","Hen, whole, raw",100,231.0,18.1,17.3,64.6,0.0,0.0,7.4,3.5,5.1,False,24.0,1.5,0.3,8.0,6.4,0.19,0.09,0.31,0.32,2.0,10.0,1.0,196.0,18.7,61.0,169.0,5.0,12.0,1.1
Gallo,Fourspotted megrim,100,81.0,1.9,15.8,82.3,0.0,0.0,0.39,0.61,0.33,True,,,,11.2,3.7,0.1,0.08,1.1,0.38,,33.6,0.96,250.0,42.1,150.0,260.0,16.0,24.0,0.4
"Gamba quisquilla, congelada","Shrimp, frozen, raw",100,75.0,0.8571,16.5,81.2,0.0,,0.2,0.3,0.1,False,2.0,,2.85,14.0,0.5,0.0,,3.0,0.08,,130.0,2.6,75.0,47.0,380.0,150.0,210.0,21.0,1.1
"Gamba roja, cruda","Red shrimp, frozen, peeled, raw",100,90.0,1.8143,18.0,78.67,0.0,0.0,0.37,0.6,0.3,False,0.0117,,1.5,5.0,1.5,0.02,0.02,1.9,0.06,,115.0,3.3,221.0,69.0,305.0,215.0,210.0,21.0,1.1
"Gamba, hervida","Shrimp, boiled",100,96.0,1.71,19.78,70.0,0.0,0.0,0.5,0.4,0.4,False,0.0,0.0,0.0,0.0,3.96,0.14,0.02,0.0,0.06,0.0,142.0,0.99,227.5,38.85,914.25,323.75,25.2,16.2,1.44
"Garbanzo, en conserva","Chickpea, canned",100,133.0,2.9,7.2,71.7,4.1,14.12,0.72,1.3,0.31,False,3.5,0.0,1.55,67.0,1.2,0.06,0.13,0.0,0.04,,43.0,2.8,110.0,24.0,220.0,335.0,1.0,1.0,1.2
"Garbanzo, hervido","Chickpea, boiled",100,360.0,2.5,8.9,59.1,13.6,18.7,0.6,1.2,0.3,False,4.0,0.0,1.2,100.0,0.6,0.06,0.13,0.0,0.14,,56.0,2.8,335.0,53.0,6.0,132.0,0.2,3.7,1.2
"Garbanzo, seco, crudo","Chickpea, dried, raw",100,336.0,6.3,19.305,7.275,14.9667,49.2463,1.8,2.8125,0.4275,True,21.5,0.0,3.1,185.0,1.7,0.14,0.45,0.0,0.15,4.1,143.0,6.8,1000.0,122.0,30.0,310.0,1.5,2.0,2.0
Gazpacho,"Cold vegetal soup, gazpacho",100,34.0,2.8,0.6,94.8,0.2,1.6,1.9,0.31,0.47,False,53.0,0.0,0.19,4.0,0.51,0.01,0.02,0.0,0.06,2.9,10.0,0.4,92.0,3.0,303.0,15.0,1.17,1.5,0.1
Gelatina,Jelly,100,344.0,0.0,84.4,15.6,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.103,,,0.0,,0.0,11.0,0.0,22.0,11.0,32.0,0.0,6.0,,0.2
Germen de trigo,Wheat germ,100,337.0,11.1111,25.0,11.5,15.9,33.3,1.2,5.3,1.5,False,0.0,0.0,21.0,350.0,9.8,0.6,2.0,0.0,2.2,0.0,55.0,7.6,871.0,250.0,9.0,971.0,5.0,3.0,17.0
Ginebra,Gin,100,220.0,0.0,0.0,68.4,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Gofio,Gofio,100,399.0,2.48,10.8,8.0,1.87,81.57,0.41,1.55,0.51,False,0.17,,,,4.45,0.02,0.1,,,6.4,,5.73,,97.0,,371.6,,,3.35
Gomasio,Gomasio,100,89.0,8.7,2.73,84.73,0.0,0.14,3.26,3.83,1.25,False,0.15,0.0,0.38,14.5,1.56,0.03,0.14,0.0,0.11,0.0,101.6,1.58,86.06,56.2,353.0,108.01,0.0,0.0,0.8
"Gominola, genérica",Jelly,100,268.0,0.02,4.63,12.86,1.0,69.95,0.001,0.004,0.005,True,0.0,0.0,0.0,2.0,0.036,0.026,0.001,0.0,0.02,0.9,7.0,0.19,54.0,6.0,30.0,6.0,4.0,0.4,0.03
Granada,Pomegranate,100,63.0,0.3,1.0,80.2,3.5,13.7,,,,False,7.0,0.0,0.55,29.0,0.3,0.03,0.05,0.0,0.2,20.0,13.0,1.0,247.0,6.0,4.0,25.0,,0.6,0.1
Grasa de pollo,Chiken fat,100,886.0,99.8,0.0,0.2,0.0,0.0,44.7,20.9,29.8,True,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Grelo,Turnip greens,100,11.0,0.2,2.7,93.1,3.9,0.1,0.04,0.1,0.05,False,1000.0,0.0,1.0,110.0,0.9,0.2,0.06,0.0,0.16,40.0,98.0,3.1,78.0,10.0,7.0,35.0,2.0,0.8,0.4
"Grosella negra, cruda","Black currant, raw",100,36.0,0.1,1.48,79.84,7.0,7.1033,,,,False,21.6667,0.0,1.0,40.0,0.3,0.06,0.02,0.0,0.08,159.567,40.1,0.9,341.9,22.0333,6.0333,34.0,1.0,1.7,0.4333
"Grosella, cruda","Red currant, raw",100,27.0,0.2,1.1,82.8,8.2,5.0,,0.09,,False,3.5,0.0,0.1,40.0,0.3,0.06,0.04,0.0,0.05,40.0,36.0,1.2,280.0,13.0,3.0,30.0,1.0,0.6,0.0
"Guayaba, enlatada en almíbar","Guava, canned in syrup",100,66.0,,0.4,76.6,3.6,15.7,,,,False,24.1667,0.0,0.2,3.0,0.9,0.03,0.04,0.0,0.09,180.0,8.0,0.5,120.0,6.0,7.0,11.0,1.5,1.5,0.4
"Guayaba, sin piel, cruda","Guava, without skin, raw",100,57.0,0.6,0.82,81.3,5.4,11.9,,0.25,0.17,False,72.5,0.0,1.12,14.0,1.1,0.04,0.03,0.0,0.14,273.0,17.0,0.6,290.0,13.0,4.0,31.0,1.5,0.6,0.55
"Guindilla, en polvo","Chili or hotpepper, powder",100,305.0,14.28,12.0,8.1,34.8,31.7,3.211,8.006,2.462,False,6135.0,0.0,,0.0,11.3,0.92,0.33,0.0,0.09,0.0,150.0,34.1,2010.0,150.0,30.0,290.0,2.4,4.0,2.0
"Guindilla, picante",Chili or hot pepper,100,45.0,1.1,1.87,88.8,1.5,6.7,0.061,0.6,0.105,False,95.33,0.0,0.69,23.0,1.677,0.086,0.072,0.0,0.506,143.7,14.0,1.03,322.0,23.0,9.0,43.0,2.4,0.5,0.26
"Guisante, congelado, crudo","Pea, frozen, raw",100,62.0,0.5,5.4,79.9,4.7,8.8,,0.3,0.1,True,53.0,0.0,0.1,4.93,1.7,0.1,0.26,0.0,0.1,18.0,24.0,1.6,197.0,26.0,3.0,91.0,0.15,1.9,0.8
"Guisante, congelado, hervido","Pea, frozen, boiled",100,61.0,0.9,6.0,78.3,7.3,6.8941,0.1,0.5,0.2,False,67.5,0.0,0.18,47.0,1.6,0.09,0.26,0.0,0.09,14.86,35.0,1.6,150.0,21.0,2.0,99.0,1.6,0.88,0.7
"Guisante, seco, crudo","Pea, dried, raw",100,337.0,2.3,21.6,3.4,16.7,56.0,0.66,0.23,0.77,True,42.0,0.0,0.3,42.0,5.2,0.2,0.7,0.0,0.13,2.0,72.0,5.3,900.0,123.0,40.0,330.0,2.0,1.6,3.5
Guisantes en conserva,"Pea, canned",100,67.0,0.5,5.6,80.8,3.36,9.7,0.13,0.05,0.15,False,53.0,0.0,0.22,12.0,0.88,0.06,0.1,0.0,0.05,8.8,20.0,1.5,150.0,20.0,222.0,62.0,2.2,0.7,0.65
Gusanito,"Snack, ""gusanito"" type",100,478.0,26.2,9.139,8.3,5.5,50.9,11.5,2.99,11.7,False,0.0,0.0,1.4,10.0,3.74,0.04,0.01,0.0,0.116,0.0,147.0,0.7,124.0,50.0,1790.0,113.0,2.6,5.8,0.85
"Haba, fresca","Broad bean, fresh",100,57.0,0.4,4.6,82.2,4.2,8.6,0.04,0.2,0.05,False,42.0,0.0,,78.0,2.8,0.09,0.17,0.0,0.06,24.0,23.0,1.7,323.0,28.0,120.0,84.0,4.0,1.4,0.7
"Haba, frita","Broad bean, fried",100,57.0,0.4,4.6,82.2,4.2,8.6,0.19,0.14,0.03,False,28.33,0.0,0.46,78.0,4.1,0.04,0.17,0.0,0.06,24.0,23.0,0.9,320.0,28.0,20.0,84.0,0.0,1.4,0.7
"Haba, seca","Broad bean, dried",100,358.0,1.5,26.1,0.0,25.0,58.3,0.3,0.63,0.25,False,5.0,0.0,0.09,423.0,26.0,0.26,0.5,0.0,0.37,1.4,100.0,5.5,1090.0,190.0,11.0,590.0,2.0,8.2,3.1
"Haba, seca, remojada, hervida","Broad bean, dried, steeped, boiled",100,58.0,0.6,5.8,79.9,6.5,7.2,0.12,0.24,0.11,False,31.6667,0.0,0.5,57.0,2.0,0.07,0.05,0.0,0.07,12.0,24.0,1.0,210.0,18.0,4.0,105.0,1.1,2.7,1.0
Harina de avena,Oat flour,100,353.0,6.4,15.0,10.9,10.0,57.7,2.1,2.4,1.1,False,0.0,0.0,1.7,3.8,0.1,0.14,0.5,0.0,0.12,0.0,52.0,3.8,350.0,110.0,9.0,380.0,20.0,8.6,4.5
"Harina de avena, cocida en agua","Oat flour, boiled in water",100,46.0,0.9,1.4,88.9,0.8,8.0,0.32,0.36,0.16,False,1.1,0.0,0.2,5.0,0.1,0.01,0.05,0.0,0.01,0.0,5.0,0.5,40.0,15.0,580.0,45.0,8.3,5.6,1.5
Harina de cebada,Barley flour,100,361.0,1.6,10.5,3.3,10.1,74.5,0.21,0.77,0.34,False,0.0,0.0,0.2,8.0,6.27,0.11,0.37,0.0,0.4,0.0,32.0,2.68,309.0,96.0,4.0,296.0,5.0,8.6,2.0
Harina de centeno,Rye flour,100,359.0,1.8,8.2,2.4,11.7,75.9,0.21,0.77,0.2,False,0.0,0.0,1.6,70.0,2.6,0.22,0.4,0.0,0.35,0.0,32.0,2.7,410.0,92.0,1.0,360.0,10.0,35.7,3.0
Harina de maíz,Corn flour,100,329.0,2.82,8.29,13.2,9.42,66.3,0.88,1.435,0.351,False,18.0,0.0,0.45,33.0,0.82,0.13,0.44,0.0,0.09,0.0,3.0,2.4,120.0,47.0,0.7,69.0,1.0,0.8,1.6
Harina de soja,Soy flour,100,412.0,23.25,37.3,8.0,17.3,13.0,4.4,11.3,2.9,False,8.3333,0.0,2.2,300.0,3.0,0.28,0.7,0.0,0.45,0.0,205.0,9.0,1740.0,256.0,5.0,575.0,0.8,9.0,3.9
Harina de trigo,Wheat flour,100,333.0,,10.0,13.0,3.5,71.5,,,,False,0.0,,0.3,24.0,0.6,0.05,0.1,,0.2,0.0,16.0,1.2,135.0,20.0,3.0,120.0,10.0,7.0,0.6
"Harina de trigo, integral",Wheat whole flour,100,322.0,2.1806,11.5,13.0,9.0,62.6,0.25,1.0,0.32,False,0.0,0.0,1.5,36.0,5.5,0.13,0.4,0.0,0.4,0.0,37.0,3.5,350.0,120.0,4.0,330.0,0.0,53.0,2.9
Helado de chocolate,Chocolate ice cream,100,228.0,11.0,3.8,55.7,1.2,28.2,3.21,0.41,6.8,True,10.4,0.2,0.3,16.0,0.226,0.194,0.042,0.29,0.055,0.7,109.0,0.93,249.0,29.0,76.0,107.0,,2.5,0.58
Helado de fresa,Strawberry ice cream,100,200.0,8.4,3.2,60.0,0.9,27.6,,,5.19,True,96.0,,,12.0,0.17,0.255,0.045,0.3,0.05,7.7,120.0,0.21,188.0,14.0,60.0,100.0,,1.9,0.34
Helado de nata,Cream ice cream,100,211.0,10.8,3.9,60.0,0.0,24.4,2.8,0.3,7.3,True,112.3,0.1,0.5,2.0,1.0,0.23,0.04,0.5,0.02,1.3,146.0,0.1,190.0,14.0,44.0,120.0,15.0,3.5,0.5
"Higado de pollo, crudo","Liver, chicken, raw",100,137.0,4.7,22.12,72.0,0.0,1.2,1.144,0.749,1.582,True,33.0,1.3,0.4,380.0,14.8,2.5,0.32,25.0,0.8,28.0,18.0,7.4,218.0,13.0,68.0,240.0,3.0,55.0,3.2
"Hígado, de cerdo, crudo","Liver, pork, raw",100,120.0,3.7,21.4,72.4,0.0,0.0,0.52,0.81,1.2,True,6495.0,2.2,0.17,212.0,15.0,3.0,0.4,25.0,0.69,26.0,8.0,13.0,330.0,21.0,87.0,350.0,10.0,52.7,6.9
"Hígado, de vaca/buey, crudo","Liver, beef, raw",100,136.0,4.0216,21.1,70.0,0.0,3.5,0.64,0.84,1.5,True,10250.0,1.2,0.5,266.0,12.78,2.9,0.26,81.0,0.8,25.0,7.0,7.2,325.0,17.0,96.0,358.0,3.0,41.3,4.0
Higos y brevas,Figs,100,70.0,,1.2,80.3,2.5,16.0,0.098,0.21,0.089,False,8.0,0.0,0.89,7.0,0.5,0.05,0.06,0.0,0.11,2.0,38.0,0.6,270.0,20.0,2.0,22.5,1.5,,0.3
Hinojo,Fennel,100,14.0,,1.1,93.3,3.3,2.3,,,,False,32.0,0.0,0.9,55.0,0.68,0.02,0.08,0.0,0.06,8.0,37.0,0.5,473.0,12.0,15.0,38.0,,,0.5
Hojaldre,Puff pastry,100,552.0,38.5,7.4,8.4,1.5,44.2,8.28,22.22,5.5,True,0.0,1.0,2.37,47.0,5.217,0.25,0.32,0.0,0.019,0.0,10.0,2.6,62.0,16.0,253.0,60.0,17.2,24.5,0.54
Horchata,Tigger nut milk drink,100,98.0,2.7,1.2,79.0,0.1,17.0,2.0,0.3,0.4,False,0.0,0.0,0.0,2.0,0.13,,0.02,,,0.03,29.0,1.2,52.0,15.0,9.0,26.0,,,1.0
"Huevo de codorniz, entero, crudo","Egg, quail, whole, raw",100,154.0,11.1,13.1,75.4,0.0,0.4,4.3,1.3,3.6,False,156.0,1.4,0.74,66.0,0.15,0.79,0.13,1.58,0.15,0.0,64.0,3.65,132.0,13.0,141.0,226.0,44.0,32.0,1.47
Huevo de gallina fresco,"Egg, chicken, whole, raw",100,150.0,11.1,12.5,76.4,0.0,,3.97,1.74,3.1,False,190.0,1.75,1.11,50.0,3.8,0.47,0.09,2.5,0.12,0.0,57.0,1.9,130.0,12.0,140.0,200.0,20.0,11.0,1.3
"Huevo de gallina, clara, cruda","Egg,chicken, white, raw",100,45.0,0.1,10.5,88.0,0.0,0.3,,,,False,0.0,0.0,0.0,12.0,0.16,0.44,,0.1,0.01,0.0,6.0,0.07,142.0,10.0,160.0,15.0,10.0,6.0,0.02
"Huevo de gallina, escalfado","Egg, chicken, whole, poached",100,147.0,10.6024,12.6,75.6,0.0,0.3,4.3,1.3,3.2,False,206.667,1.7,1.2,60.0,0.07,0.31,0.07,1.1,0.12,0.0,55.0,1.8,130.0,11.0,210.0,190.0,44.0,24.9,1.3
"Huevo de gallina, frito","Egg, chicken, whole, fried",100,185.0,14.5783,13.4,70.3,0.0,0.3,5.8,2.0,4.3,False,226.667,1.9,1.2,42.0,0.08,0.41,0.07,1.2,0.14,0.0,58.0,1.9,136.0,12.0,277.0,204.0,63.4,25.5,1.3
"Huevo de gallina, hervido, duro","Egg, chicken, cooked, hard boiled",100,145.0,10.5,12.5,75.7,,0.3,4.2,1.3,3.1,False,207.0,1.7,1.2,60.0,0.07,0.35,0.07,1.2,0.1,0.0,53.0,1.8,126.0,11.0,133.0,186.0,44.0,24.9,1.3
"Huevo de gallina, pasado por agua","Egg, chicken, whole, boiled",100,144.0,10.3615,12.5,76.7,0.0,0.3,4.2,1.3,3.1,False,206.667,1.7,1.2,88.0,0.07,0.46,0.08,1.6,0.12,0.0,55.0,1.8,125.0,11.0,133.0,188.0,44.0,24.9,1.3
"Huevo de gallina, revuelto, con mantequilla","Egg, scrambled, with butter",100,229.0,20.7229,10.2,68.4,0.0,0.8,6.1,1.2,9.9,False,283.333,1.7,1.1,30.0,0.08,0.44,0.07,1.7,0.12,0.0,61.0,2.0,138.0,13.0,224.0,197.0,51.1,16.2,1.3
